Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,332.500000,339.000000,332.500000,339.000000,326.939240,31754120
2020-01-03,344.000000,345.000000,335.500000,339.500000,327.421478,41811268
2020-01-06,333.000000,334.500000,332.000000,332.000000,320.188263,45343057
2020-01-07,332.500000,333.000000,326.500000,329.500000,317.777222,50879181
2020-01-08,325.000000,333.000000,325.000000,329.500000,317.777222,37567748
2020-01-09,335.000000,337.500000,333.500000,337.500000,325.492584,31481504
2020-01-10,340.500000,341.000000,336.000000,339.500000,327.421478,27032115
2020-01-13,342.000000,342.000000,339.000000,341.500000,329.350281,30663332
2020-01-14,345.500000,346.000000,344.500000,346.000000,333.690186,30223993
2020-01-15,345.000000,345.000000,337.500000,340.000000,327.903656,47434274
2020-01-16,330.000000,336.500000,330.000000,334.500000,322.599335,55211420
2020-01-17,334.000000,335.500000,332.000000,333.000000,321.152710,52060097
2020-01-20,334.000000,335.500000,333.000000,333.000000,321.152710,32658203
2020-01-30,326.000000,326.000000,316.500000,316.500000,305.239716,125451049
2020-01-31,323.000000,323.500000,319.000000,320.000000,308.615204,62526055
2020-02-03,315.000000,316.500000,312.000000,315.000000,303.793091,59560849
2020-02-04,336.500000,337.000000,325.000000,325.000000,313.437317,51890496
2020-02-05,329.000000,329.500000,324.500000,327.500000,315.848328,36601453
2020-02-06,329.500000,332.500000,329.000000,332.500000,320.670471,29267094
2020-02-07,330.000000,330.500000,326.000000,328.000000,316.330597,28798327
2020-02-10,321.500000,328.000000,321.000000,327.500000,315.848328,30632424
2020-02-11,330.500000,332.500000,330.000000,331.500000,319.706055,27524935
2020-02-12,333.500000,336.000000,333.000000,335.000000,323.081543,37612639
2020-02-13,338.000000,338.000000,335.000000,335.000000,323.081543,22757021
2020-02-14,337.000000,337.000000,334.500000,335.000000,323.081543,16933683
2020-02-17,331.500000,333.000000,330.500000,331.500000,319.706055,15937079
2020-02-18,324.500000,326.500000,322.000000,322.000000,310.544037,61825604
2020-02-19,322.500000,327.000000,322.000000,326.500000,314.883911,38781218
2020-02-20,328.000000,329.000000,325.000000,325.500000,313.919556,27011736
2020-02-21,325.500000,326.500000,323.000000,325.000000,313.437317,22813534
2020-02-24,319.500000,321.500000,319.500000,320.000000,308.615204,41693680
2020-02-25,320.000000,323.500000,317.500000,322.000000,310.544037,36195011
2020-02-26,317.000000,320.500000,316.500000,318.500000,307.168579,60479362
2020-02-27,319.000000,320.000000,315.000000,316.000000,304.757507,61250927
2020-03-02,308.000000,317.000000,308.000000,311.000000,299.935364,79912942
2020-03-03,318.500000,320.000000,316.000000,317.500000,306.204163,49679411
2020-03-04,322.000000,322.000000,317.000000,320.500000,309.097412,42941146
2020-03-05,325.000000,326.000000,323.000000,323.000000,311.508484,37861525
2020-03-06,320.000000,320.500000,315.000000,315.000000,303.793091,51546760
2020-03-09,307.500000,310.000000,305.500000,305.500000,294.631042,87871277
2020-03-10,301.500000,309.000000,301.000000,307.000000,296.077728,71950130
2020-03-11,309.000000,310.500000,302.000000,302.000000,291.255585,62216710
2020-03-12,299.000000,299.000000,287.000000,294.000000,283.540192,113527351
2020-03-13,275.000000,294.000000,272.500000,290.000000,279.682556,149995148
2020-03-16,285.000000,291.000000,275.500000,276.500000,266.662842,103873228
2020-03-17,265.000000,276.500000,265.000000,268.000000,258.465240,121323651
2020-03-18,269.500000,272.500000,260.000000,260.000000,250.749847,117437643
2020-03-19,252.000000,253.000000,235.500000,248.000000,241.498886,160811697
2020-03-20,258.500000,270.000000,256.000000,270.000000,262.922150,157664726
2020-03-23,257.000000,262.500000,252.000000,255.000000,248.315384,76466709
2020-03-24,268.000000,274.000000,266.000000,267.500000,260.487701,81952933
2020-03-25,276.500000,280.000000,274.000000,277.000000,269.738678,79447199
2020-03-26,279.500000,280.000000,275.500000,280.000000,272.660034,52845633
2020-03-27,284.000000,286.000000,273.000000,273.000000,265.843506,68752306
2020-03-30,263.500000,269.000000,262.500000,267.500000,260.487701,49159956
